tconst,film,year_film,genres,averageRating,dir_won_before,budget,nb_actor_won_before,won_bafta,won_gg_drama,won_gg_comedy,winner
tt0120689,thegreenmile,1999,"Crime,Drama,Fantasy",8.6,0,60000000.0,2,0,0,0,0
tt0120737,thelordoftheringsthefellowshipofthering,2001,"Adventure,Drama,Fantasy",8.9,0,93000000.0,0,1,0,0,0
tt0120815,savingprivateryan,1998,"Drama,War",8.6,1,70000000.0,2,0,1,0,0
tt0120863,thethinredline,1998,"Drama,History,War",7.6,0,52000000.0,0,0,0,0,0
tt0124315,theciderhouserules,1999,"Drama,Romance",7.4,0,24000000.0,1,0,0,0,0
tt0127536,elizabeth,1998,"Biography,Drama,History",7.4,0,,0,0,0,0,0
tt0138097,shakespeareinlove,1998,"Comedy,Drama,History",7.1,0,25000000.0,1,1,0,1,1
tt0140352,theinsider,1999,"Biography,Drama,History",7.8,0,90000000.0,1,0,0,0,0
tt0167260,thelordoftheringsthereturnoftheking,2003,"Adventure,Drama,Fantasy",9.0,1,94000000.0,0,1,1,0,1
tt0167261,thelordoftheringsthetwotowers,2002,"Adventure,Drama,Fantasy",8.8,0,94000000.0,0,0,0,0,0
tt0167404,thesixthsense,1999,"Drama,Mystery,Thriller",8.2,0,40000000.0,0,0,0,0,0
tt0169547,americanbeauty,1999,Drama,8.3,1,,1,1,1,0,1
tt0172495,gladiator,2000,"Action,Adventure,Drama",8.5,0,103000000.0,0,1,1,0,1
tt0181865,traffic,2000,"Crime,Drama,Thriller",7.5,1,,1,0,0,0,0
tt0190332,crouchingtigerhiddendragon,2000,"Action,Adventure,Drama",7.9,0,15000000.0,0,0,0,0,0
tt0195685,erinbrockovich,2000,"Biography,Drama",7.5,1,,0,0,0,0,0
tt0203009,moulinrouge,2001,"Drama,Musical,Romance",7.6,0,50000000.0,0,0,0,1,0
tt0217505,gangsofnewyork,2002,"Crime,Drama",7.5,0,97000000.0,1,0,0,0,0
tt0241303,chocolat,2000,"Drama,Romance",7.2,0,,2,0,0,0,0
tt0247425,inthebedroom,2001,"Crime,Drama",7.4,0,,2,0,0,0,0
tt0253474,thepianist,2002,"Biography,Drama,Music",8.5,1,35000000.0,0,1,0,0,0
tt0268978,abeautifulmind,2001,"Biography,Drama,Mystery",8.2,1,58000000.0,1,0,1,0,1
tt0274558,thehours,2002,"Drama,Romance",7.5,0,,2,0,1,0,0
tt0280707,gosfordpark,2001,"Comedy,Drama,Mystery",7.2,0,19800000.0,2,0,0,0,0
tt0299658,chicago,2002,"Comedy,Crime,Musical",7.2,0,45000000.0,0,0,0,1,1
tt0308644,findingneverland,2004,"Biography,Drama,Family",7.6,0,25000000.0,3,0,0,0,0
tt0311113,masterandcommanderthefarsideoftheworld,2003,"Action,Adventure,Drama",7.5,0,150000000.0,1,0,0,0,0
tt0327056,mysticriver,2003,"Crime,Drama,Mystery",7.9,1,25000000.0,1,0,0,0,0
tt0329575,seabiscuit,2003,"Drama,History,Sport",7.3,0,,1,0,0,0,0
tt0335266,lostintranslation,2003,"Comedy,Drama",7.7,0,4000000.0,0,0,0,1,0
tt0338751,theaviator,2004,"Biography,Drama",7.5,0,110000000.0,0,1,1,0,0
tt0350258,ray,2004,"Biography,Drama,Music",7.7,0,,0,0,0,0,0
tt0361748,inglouriousbasterds,2009,"Adventure,Drama,War",8.4,0,70000000.0,0,0,0,0,0
tt0375063,sideways,2004,"Comedy,Drama,Romance",7.5,0,,0,0,0,1,0
tt0375679,crash,2005,"Crime,Drama,Thriller",7.7,0,6500000.0,0,0,0,0,1
tt0379725,capote,2005,"Biography,Crime,Drama",7.3,0,,0,0,0,0,0
tt0388795,brokebackmountain,2005,"Drama,Romance",7.7,1,14000000.0,0,1,1,0,0
tt0405159,milliondollarbaby,2004,"Drama,Sport",8.1,1,,1,0,0,0,1
tt0407887,thedeparted,2006,"Crime,Drama,Thriller",8.5,1,90000000.0,3,0,0,0,1
tt0408306,munich,2005,"Drama,History,Thriller",7.5,1,,1,0,0,0,0
tt0421715,thecuriouscaseofbenjaminbutton,2008,"Drama,Fantasy,Romance",7.8,0,,2,0,0,0,0
tt0433383,goodnightandgoodluck,2005,"Biography,Drama,History",7.4,0,7000000.0,0,0,0,0,0
tt0435761,toystory3,2010,"Adventure,Animation,Comedy",8.3,0,200000000.0,2,0,0,0,0
tt0436697,thequeen,2006,"Biography,Drama",7.3,0,,0,1,0,0,0
tt0443272,lincoln,2012,"Biography,Drama,History",7.3,1,65000000.0,4,0,0,0,0
tt0449059,littlemisssunshine,2006,"Comedy,Drama",7.8,0,8000000.0,0,0,0,0,0
tt0449467,babel,2006,Drama,7.5,0,25000000.0,1,0,1,0,0
tt0454876,lifeofpi,2012,"Adventure,Drama,Fantasy",7.9,1,,0,0,0,0,0
tt0465538,michaelclayton,2007,"Crime,Drama,Mystery",7.2,0,21500000.0,1,0,0,0,0
tt0467406,juno,2007,"Comedy,Drama",7.4,0,,0,0,0,0,0
tt0469494,therewillbeblood,2007,Drama,8.2,0,25000000.0,0,0,0,0,0
tt0477302,extremelyloudincrediblyclose,2011,"Adventure,Drama,Mystery",6.9,0,,3,0,0,0,0
tt0477348,nocountryforoldmen,2007,"Crime,Drama,Thriller",8.2,0,25000000.0,1,0,0,0,1
tt0478304,thetreeoflife,2011,"Drama,Fantasy",6.8,0,32000000.0,2,0,0,0,0
tt0498380,lettersfromiwojima,2006,"Action,Adventure,Drama",7.8,1,19000000.0,0,0,0,0,0
tt0499549,avatar,2009,"Action,Adventure,Fantasy",7.9,1,237000000.0,0,0,1,0,0
tt0783233,atonement,2007,"Drama,Mystery,Romance",7.8,0,,0,1,1,0,0
tt0790636,dallasbuyersclub,2013,"Biography,Drama",7.9,0,,0,0,0,0,0
tt0842926,thekidsareallright,2010,"Comedy,Drama,Romance",7.0,0,,0,0,0,1,0
tt0870111,frostnixon,2008,"Biography,Drama,History",7.6,1,,0,0,0,0,0
tt0878804,theblindside,2009,"Biography,Drama,Sport",7.6,0,,1,0,0,0,0
tt0887912,thehurtlocker,2009,"Drama,Thriller,War",7.5,1,15000000.0,0,1,0,0,1
tt0929632,preciousbasedonthenovelpushbysapphire,2009,Drama,7.3,0,,0,0,0,0,0
tt0947798,blackswan,2010,"Drama,Thriller",8.0,0,13000000.0,0,0,0,0,0
tt0964517,thefighter,2010,"Action,Biography,Drama",7.8,0,,0,0,0,0,0
tt0970179,hugo,2011,"Adventure,Drama,Family",7.5,1,,1,0,0,0,0
tt0976051,thereader,2008,"Drama,Mystery,Romance",7.6,0,,0,0,0,0,0
tt0993846,thewolfofwallstreet,2013,"Biography,Comedy,Crime",8.2,1,100000000.0,1,0,0,0,0
tt1010048,slumdogmillionaire,2008,"Crime,Drama,Romance",8.0,0,15000000.0,0,1,1,0,1
tt1013753,milk,2008,"Biography,Drama,History",7.5,0,,1,0,0,0,0
tt1016150,allquietonthewesternfront,2022,"Drama,History,War",7.8,0,,0,1,0,0,0
tt1019452,aseriousman,2009,"Comedy,Drama",7.0,0,,0,0,0,0,0
tt1020072,selma,2014,"Biography,Drama,History",7.5,0,,0,0,0,0,0
tt1024648,argo,2012,"Biography,Drama,History",7.7,0,44500000.0,1,1,1,0,1
tt10272386,thefather,2020,"Drama,Mystery",8.2,0,20000000.0,2,0,0,0,0
tt10293406,thepowerofthedog,2021,"Drama,Western",6.8,1,39000000.0,0,1,1,0,0
tt1033575,thedescendants,2011,"Comedy,Drama",7.3,0,,1,0,1,0,0
tt10366460,coda,2021,"Comedy,Drama,Music",8.0,0,10000000.0,1,0,0,0,1
tt1045658,silverliningsplaybook,2012,"Comedy,Drama,Romance",7.7,0,21000000.0,2,0,0,0,0
tt1049413,up,2009,"Adventure,Animation,Comedy",8.3,0,175000000.0,0,0,0,0,0
tt10618286,mank,2020,"Biography,Drama",6.8,0,,1,0,0,0,0
tt10633456,minari,2020,Drama,7.4,0,2000000.0,0,0,0,0,0
tt1065073,boyhood,2014,Drama,7.9,0,4000000.0,0,1,1,0,0
tt1070874,thetrialofthechicago7,2020,"Drama,History,Thriller",7.7,0,,2,0,0,0,0
tt11271038,licoricepizza,2021,"Comedy,Drama,Romance",7.1,0,,2,0,0,0,0
tt11286314,dontlookup,2021,"Comedy,Drama,Sci-Fi",7.2,0,75000000.0,8,0,0,0,0
tt1136608,district9,2009,"Action,Sci-Fi,Thriller",7.9,0,30000000.0,0,0,0,0,0
tt11563598,acompleteunknown,2024,"Biography,Drama,Music",7.4,0,65000000.0,0,0,0,0,0
tt1160419,dune,2021,"Action,Adventure,Drama",8.0,0,165000000.0,1,0,0,0,0
tt1174732,aneducation,2009,Drama,7.2,0,,0,0,0,0,0
tt11813216,thebansheesofinisherin,2022,"Comedy,Drama",7.7,0,20000000.0,0,1,0,1,0
tt1193138,upintheair,2009,"Comedy,Drama,Romance",7.4,0,25000000.0,1,0,0,0,0
tt1210166,moneyball,2011,"Biography,Drama,Sport",7.6,0,50000000.0,1,0,0,0,0
tt1262426,wicked,2024,"Fantasy,Musical,Romance",7.5,0,145000000.0,1,0,0,0,0
tt12789558,belfast,2021,"Biography,Drama,Romance",7.2,0,,1,0,0,0,0
tt1285016,thesocialnetwork,2010,"Biography,Drama",7.8,0,40000000.0,0,0,1,0,0
tt1302006,theirishman,2019,"Biography,Crime,Drama",7.8,1,,5,0,0,0,0
tt13238346,pastlives,2023,"Drama,Romance",7.8,0,,0,0,0,0,0
tt13669038,womentalking,2022,Drama,6.9,0,,3,0,0,0,0
tt1375666,inception,2010,"Action,Adventure,Sci-Fi",8.8,0,160000000.0,1,0,0,0,0
tt1392190,madmaxfuryroad,2015,"Action,Adventure,Sci-Fi",8.1,0,150000000.0,1,0,0,0,0
tt1399683,wintersbone,2010,"Crime,Drama,Mystery",7.1,0,,0,0,0,0,0
tt1403865,truegrit,2010,"Drama,Western",7.6,0,38000000.0,1,0,0,0,0
tt14039582,drivemycar,2021,Drama,7.5,0,,0,0,0,0,0
tt14208870,thefabelmans,2022,Drama,7.5,1,40000000.0,0,0,1,0,0
tt14230458,poorthings,2023,"Comedy,Drama,Romance",7.8,0,35000000.0,1,0,0,1,0
tt14444726,tr,2022,"Drama,Music",7.4,0,,2,0,0,0,0
tt1454029,thehelp,2011,Drama,8.1,0,25000000.0,0,0,0,0,0
tt1454468,gravity,2013,"Drama,Sci-Fi,Thriller",7.7,1,100000000.0,2,0,0,0,0
tt14849194,theholdovers,2023,"Comedy,Drama",7.9,0,,0,0,0,0,0
tt14961016,imstillhere,2024,"Biography,Drama,History",8.3,0,,0,0,0,0,0
tt1504320,thekingsspeech,2010,"Biography,Drama,History",8.0,1,,1,1,0,0,1
tt1517268,barbie,2023,"Adventure,Comedy,Fantasy",6.8,0,145000000.0,0,0,0,0,0
tt1517451,astarisborn,2018,"Drama,Music,Romance",7.6,0,36000000.0,0,0,0,0,0
tt15239678,duneparttwo,2024,"Action,Adventure,Drama",8.5,0,190000000.0,2,0,0,0,0
tt1535109,captainphillips,2013,"Action,Biography,Crime",7.8,0,55000000.0,2,0,0,0,0
tt15398776,oppenheimer,2023,"Biography,Drama,History",8.3,1,100000000.0,0,1,1,0,1
tt1542344,127hours,2010,"Biography,Drama",7.5,1,18000000.0,0,0,0,0,0
tt1568911,warhorse,2011,"Adventure,Drama,War",7.2,1,66000000.0,0,0,0,0,0
tt1596363,thebigshort,2015,"Biography,Comedy,Drama",7.8,0,28000000.0,1,0,0,0,0
tt1602620,amour,2012,Drama,7.9,0,8900000.0,0,0,0,0,0
tt1605783,midnightinparis,2011,"Comedy,Fantasy,Romance",7.6,1,17000000.0,1,0,0,0,0
tt1630029,avatarthewayofwater,2022,"Action,Adventure,Fantasy",7.5,1,250000000.0,1,0,0,0,0
tt1655442,theartist,2011,"Comedy,Drama,Romance",7.8,1,15000000.0,0,1,0,1,1
tt1663202,therevenant,2015,"Adventure,Drama,Western",8.0,1,135000000.0,0,1,1,0,0
tt17009710,anatomyofafall,2023,"Crime,Drama,Thriller",7.6,0,6200000.0,0,0,0,0,0
tt1707386,lesmisrables,2012,"Drama,Musical,Romance",7.5,1,61000000.0,1,0,0,1,0
tt1727824,bohemianrhapsody,2018,"Biography,Drama,Music",7.9,0,,0,0,1,0,0
tt1745960,topgunmaverick,2022,"Action,Drama",8.2,0,152000000.0,1,0,0,0,0
tt17526714,thesubstance,2024,"Drama,Horror,Sci-Fi",7.3,0,17500000.0,0,0,0,0,0
tt1790885,zerodarkthirty,2012,"Drama,History,Thriller",7.4,1,,0,0,0,0,0
tt1798709,her,2013,"Drama,Romance,Sci-Fi",8.0,0,23000000.0,0,0,0,0,0
tt1800241,americanhustle,2013,"Crime,Drama",7.2,0,40000000.0,2,0,0,1,0
tt1821549,nebraska,2013,Drama,7.7,0,12000000.0,0,0,0,0,0
tt1825683,blackpanther,2018,"Action,Adventure,Sci-Fi",7.3,0,200000000.0,1,0,0,0,0
tt1853728,djangounchained,2012,Western,8.5,0,100000000.0,2,0,0,0,0
tt1895587,spotlight,2015,"Biography,Crime,Drama",8.1,0,20000000.0,0,0,0,0,1
tt1950186,fordvferrari,2019,"Action,Biography,Drama",8.1,0,97600000.0,1,0,0,0,0
tt20215234,conclave,2024,"Drama,Thriller",7.4,0,20000000.0,0,1,0,0,0
tt20221436,emiliaprez,2024,"Crime,Drama,Musical",5.4,0,25000000.0,0,0,0,0,0
tt2024544,12yearsaslave,2013,"Biography,Drama,History",8.1,0,20000000.0,0,1,1,0,1
tt2084970,theimitationgame,2014,"Biography,Drama,Thriller",8.0,0,14000000.0,0,0,0,0,0
tt2119532,hacksawridge,2016,"Biography,Drama,History",8.1,1,40000000.0,0,0,0,0,0
tt2125435,beastsofthesouthernwild,2012,"Adventure,Drama,Fantasy",7.2,0,,0,0,0,0,0
tt2179136,americansniper,2014,"Action,Biography,Drama",7.3,1,58800000.0,0,0,0,0,0
tt21970768,maestro,2023,Drama,5.8,0,,0,0,0,0,0
tt2278388,thegrandbudapesthotel,2014,"Comedy,Drama",8.1,0,25000000.0,2,0,0,1,0
tt23055660,nickelboys,2024,Drama,7.0,0,23200000.0,0,0,0,0,0
tt23561236,americanfiction,2023,"Comedy,Drama",7.5,0,,0,0,0,0,0
tt2381111,brooklyn,2015,"Drama,Romance",7.5,0,11000000.0,1,0,0,0,0
tt2431286,philomena,2013,"Biography,Comedy,Drama",7.6,0,12000000.0,1,0,0,0,0
tt2543164,arrival,2016,"Drama,Mystery,Sci-Fi",7.9,0,47000000.0,1,0,0,0,0
tt2562232,birdmanortheunexpectedvirtueofignorance,2014,"Comedy,Drama",7.7,1,18000000.0,0,0,0,0,1
tt2582782,hellorhighwater,2016,"Crime,Drama,Thriller",7.6,0,12000000.0,1,0,0,0,0
tt2582802,whiplash,2014,"Drama,Music",8.5,0,3300000.0,0,0,0,0,0
tt2584384,jojorabbit,2019,"Comedy,Drama,War",7.9,0,14000000.0,1,0,0,0,0
tt2671706,fences,2016,Drama,7.2,0,24000000.0,2,0,0,0,0
tt28607951,anora,2024,"Comedy,Drama,Romance",7.5,1,,0,0,0,0,1
tt2980516,thetheoryofeverything,2014,"Biography,Drama,Romance",7.7,0,15000000.0,0,0,0,0,0
tt3170832,room,2015,"Drama,Thriller",8.1,0,6000000.0,0,0,0,0,0
tt3281548,littlewomen,2019,"Drama,Romance",7.8,0,40000000.0,0,0,0,0,0
tt3581652,westsidestory,2021,"Crime,Drama,Musical",7.1,1,100000000.0,1,0,0,1,0
tt3659388,themartian,2015,"Adventure,Drama,Sci-Fi",8.0,0,108000000.0,0,0,0,1,0
tt3682448,bridgeofspies,2015,"Drama,History,Thriller",7.6,1,40000000.0,2,0,0,0,0
tt3704428,elvis,2022,"Biography,Drama,Music",7.3,0,85000000.0,2,0,0,0,0
tt3741834,lion,2016,"Biography,Drama",8.0,0,12000000.0,1,0,0,0,0
tt3783958,lalaland,2016,"Comedy,Drama,Music",8.0,1,30000000.0,1,1,0,1,0
tt4034228,manchesterbythesea,2016,Drama,7.8,0,8500000.0,0,0,0,0,0
tt4555426,darkesthour,2017,"Biography,Drama,History",7.4,0,30000000.0,0,0,0,0,0
tt4846340,hiddenfigures,2016,"Biography,Drama,History",7.8,0,25000000.0,1,0,0,0,0
tt4925292,ladybird,2017,"Comedy,Drama",7.4,0,10000000.0,0,0,0,1,0
tt4975722,moonlight,2016,Drama,7.4,0,1500000.0,0,0,1,0,1
tt5013056,dunkirk,2017,"Action,Drama,History",7.8,0,100000000.0,1,0,0,0,0
tt5027774,threebillboardsoutsideebbingmissouri,2017,"Comedy,Crime,Drama",8.1,0,12000000.0,1,1,1,0,0
tt5052448,getout,2017,"Horror,Mystery,Thriller",7.8,0,4500000.0,0,0,0,0,0
tt5083738,thefavourite,2018,"Biography,Comedy,Drama",7.5,0,,2,0,0,0,0
tt5363618,soundofmetal,2020,"Drama,Music",7.7,0,,0,0,0,0,0
tt5537002,killersoftheflowermoon,2023,"Crime,Drama,History",7.6,1,200000000.0,4,0,0,0,0
tt5580390,theshapeofwater,2017,"Drama,Fantasy,Romance",7.3,1,19500001.0,1,0,0,0,1
tt5726616,callmebyyourname,2017,"Drama,Romance",7.8,0,3500000.0,0,0,0,0,0
tt5776858,phantomthread,2017,"Drama,Romance",7.4,0,35000000.0,2,0,0,0,0
tt6155172,roma,2018,Drama,7.6,1,15000000.0,0,1,0,0,0
tt6266538,vice,2018,"Biography,Comedy,Drama",7.2,0,,2,0,0,0,0
tt6294822,thepost,2017,"Biography,Drama,History",7.2,1,,5,0,0,0,0
tt6710474,everythingeverywhereallatonce,2022,"Action,Adventure,Comedy",7.8,1,25000000.0,0,0,0,0,1
tt6751668,parasite,2019,"Drama,Thriller",8.5,1,13200000.0,0,0,0,0,1
tt6966692,greenbook,2018,"Biography,Comedy,Drama",8.2,0,23000000.0,1,0,0,1,1
tt7131622,onceuponatimeinhollywood,2019,"Comedy,Drama",7.6,0,,1,0,0,1,0
tt7160372,thezoneofinterest,2023,"Drama,History,War",7.3,0,,0,0,0,0,0
tt7286456,joker,2019,"Crime,Drama,Thriller",8.3,0,55000000.0,2,0,0,0,0
tt7322224,triangleofsadness,2022,"Comedy,Drama",7.3,0,12500000.0,0,0,0,0,0
tt7349662,blackkklansman,2018,"Biography,Comedy,Crime",7.5,0,,0,0,0,0,0
tt7653254,marriagestory,2019,"Drama,Romance",7.9,0,18000000.0,0,0,0,0,0
tt7740496,nightmarealley,2021,"Crime,Drama,Thriller",7.0,1,,3,0,0,0,0
tt8579674,1917,2019,"Action,Drama,War",8.2,1,95000000.0,1,1,1,0,0
tt8999762,thebrutalist,2024,Drama,7.4,0,9600000.0,1,0,1,0,0
tt9620288,kingrichard,2021,"Biography,Drama,Sport",7.5,0,,0,0,0,0,0
tt9620292,promisingyoungwoman,2020,"Crime,Drama,Mystery",7.5,0,10000000.0,0,0,0,0,0
tt9770150,nomadland,2020,Drama,7.3,1,5000000.0,2,1,1,0,1
tt9784798,judasandtheblackmessiah,2020,"Biography,Drama,History",7.4,0,,0,0,0,0,0
