tconst,film,year_film,genres,averageRating,dir_won_before,budget,nb_actor_won_before,won_bafta,won_gg_drama,won_gg_comedy,winner,runtimeMinutes
tt0118799,lifeisbeautiful,1998,"Comedy,Drama,Romance",8.6,0,16.759949589762293,0,0,0,0,0,116
tt0119164,thefullmonty,1997,"Comedy,Drama",7.2,0,15.068273812173887,0,0,0,0,0,91
tt0119217,goodwillhunting,1997,"Drama,Romance",8.3,0,16.118095750958314,0,0,0,0,0,126
tt0119488,laconfidential,1997,"Crime,Drama,Mystery",8.2,0,17.58443274282867,1,0,0,0,0,138
tt0119822,asgoodasitgets,1997,"Comedy,Drama,Romance",7.7,1,17.72753358339242,3,0,0,1,0,139
tt0120338,titanic,1997,"Drama,Romance",7.9,1,19.11382792951231,1,1,1,0,1,194
tt0120689,thegreenmile,1999,"Crime,Drama,Fantasy",8.6,0,17.909855136853043,2,0,0,0,0,189
tt0120737,thelordoftheringsthefellowshipofthering,2001,"Adventure,Drama,Fantasy",8.9,0,18.34811006187022,0,1,0,0,0,178
tt0120815,savingprivateryan,1998,"Drama,War",8.6,1,18.064005814299346,2,0,1,0,0,169
tt0120863,thethinredline,1998,"Drama,History,War",7.6,0,17.76675429577647,0,0,0,0,0,170
tt0124315,theciderhouserules,1999,"Drama,Romance",7.4,0,16.993564429978885,1,0,0,0,0,126
tt0127536,elizabeth,1998,"Biography,Drama,History",7.4,0,17.797525953860475,0,0,0,0,0,124
tt0138097,shakespeareinlove,1998,"Comedy,Drama,History",7.1,0,17.034386422832473,1,1,0,1,1,123
tt0140352,theinsider,1999,"Biography,Drama,History",7.8,0,18.31532023940565,1,0,0,0,0,157
tt0167260,thelordoftheringsthereturnoftheking,2003,"Adventure,Drama,Fantasy",9.0,1,18.358805350872576,0,1,1,0,1,201
tt0167261,thelordoftheringsthetwotowers,2002,"Adventure,Drama,Fantasy",8.8,0,18.358805350872576,0,0,0,0,0,179
tt0167404,thesixthsense,1999,"Drama,Mystery,Thriller",8.2,0,17.50439003707821,0,0,0,0,0,107
tt0169547,americanbeauty,1999,Drama,8.3,1,17.723525562075203,1,1,1,0,1,122
tt0172495,gladiator,2000,"Action,Adventure,Drama",8.5,0,18.450239555902648,0,1,1,0,1,155
tt0181865,traffic,2000,"Crime,Drama,Thriller",7.5,1,17.82792175551341,1,0,0,0,0,147
tt0190332,crouchingtigerhiddendragon,2000,"Action,Adventure,Drama",7.9,0,16.52356082573315,0,0,0,0,0,120
tt0195685,erinbrockovich,2000,"Biography,Drama",7.5,1,17.82792175551341,0,0,0,0,0,131
tt0203009,moulinrouge,2001,"Drama,Musical,Romance",7.6,0,17.72753358339242,0,0,0,1,0,127
tt0217505,gangsofnewyork,2002,"Crime,Drama",7.5,0,18.390221546776935,1,0,0,0,0,167
tt0241303,chocolat,2000,"Drama,Romance",7.2,0,17.82792175551341,2,0,0,0,0,121
tt0247425,inthebedroom,2001,"Crime,Drama",7.4,0,17.926056515923204,2,0,0,0,0,131
tt0253474,thepianist,2002,"Biography,Drama,Music",8.5,1,17.370858648025116,0,1,0,0,0,150
tt0268978,abeautifulmind,2001,"Biography,Drama,Mystery",8.2,1,17.87595358575207,1,0,1,0,1,135
tt0274558,thehours,2002,"Drama,Romance",7.5,0,17.970218285603842,2,0,1,0,0,110
tt0280707,gosfordpark,2001,"Comedy,Drama,Mystery",7.2,0,16.801192546169812,2,0,0,0,0,137
tt0299658,chicago,2002,"Comedy,Crime,Musical",7.2,0,17.622173069956816,0,0,0,1,1,113
tt0308644,findingneverland,2004,"Biography,Drama,Family",7.6,0,17.034386422832473,3,0,0,0,0,106
tt0311113,masterandcommanderthefarsideoftheworld,2003,"Action,Adventure,Drama",7.5,0,18.826145858727198,1,0,0,0,0,138
tt0327056,mysticriver,2003,"Crime,Drama,Mystery",7.9,1,17.034386422832473,1,0,0,0,0,138
tt0329575,seabiscuit,2003,"Drama,History,Sport",7.3,0,18.033546607256465,1,0,0,0,0,140
tt0335266,lostintranslation,2003,"Comedy,Drama",7.7,0,15.201805169084134,0,0,0,1,0,102
tt0338751,theaviator,2004,"Biography,Drama",7.5,0,18.5159909328476,0,1,1,0,0,170
tt0350258,ray,2004,"Biography,Drama,Music",7.7,0,17.694780797586514,0,0,0,0,0,152
tt0361748,inglouriousbasterds,2009,"Adventure,Drama,War",8.4,0,18.064005814299346,0,0,0,0,0,153
tt0375063,sideways,2004,"Comedy,Drama,Romance",7.5,0,17.694780797586514,0,0,0,1,0,127
tt0375679,crash,2005,"Crime,Drama,Thriller",7.7,0,15.687312888712007,0,0,0,0,1,112
tt0379725,capote,2005,"Biography,Crime,Drama",7.3,0,17.336957097334658,0,0,0,0,0,114
tt0388795,brokebackmountain,2005,"Drama,Romance",7.7,1,16.454567959008102,0,1,1,0,0,134
tt0405159,milliondollarbaby,2004,"Drama,Sport",8.1,1,17.694780797586514,1,0,0,0,1,132
tt0407887,thedeparted,2006,"Crime,Drama,Thriller",8.5,1,18.31532023940565,3,0,0,0,1,151
tt0408306,munich,2005,"Drama,History,Thriller",7.5,1,17.336957097334658,1,0,0,0,0,164
tt0421715,thecuriouscaseofbenjaminbutton,2008,"Drama,Fantasy,Romance",7.8,0,17.97204715610453,2,0,0,0,0,166
tt0433383,goodnightandgoodluck,2005,"Biography,Drama,History",7.4,0,15.76142084987672,0,0,0,0,0,93
tt0435761,toystory3,2010,"Adventure,Animation,Comedy",8.3,0,19.11382792951231,2,0,0,0,0,103
tt0436697,thequeen,2006,"Biography,Drama",7.3,0,16.997722439954657,0,1,0,0,0,103
tt0443272,lincoln,2012,"Biography,Drama,History",7.3,1,17.989897843244528,4,0,0,0,0,150
tt0449059,littlemisssunshine,2006,"Comedy,Drama",7.8,0,15.894952224644102,0,0,0,0,0,101
tt0449467,babel,2006,Drama,7.5,0,17.034386422832473,1,0,1,0,0,143
tt0454876,lifeofpi,2012,"Adventure,Drama,Fantasy",7.9,1,17.585278538868963,0,0,0,0,0,127
tt0465538,michaelclayton,2007,"Crime,Drama,Mystery",7.2,0,16.88356353960952,1,0,0,0,0,119
tt0467406,juno,2007,"Comedy,Drama",7.4,0,17.16760526162964,0,0,0,0,0,96
tt0469494,therewillbeblood,2007,Drama,8.2,0,17.034386422832473,0,0,0,0,0,158
tt0477302,extremelyloudincrediblyclose,2011,"Adventure,Drama,Mystery",6.9,0,17.806960715496647,3,0,0,0,0,129
tt0477348,nocountryforoldmen,2007,"Crime,Drama,Thriller",8.2,0,17.034386422832473,1,0,0,0,1,122
tt0478304,thetreeoflife,2011,"Drama,Fantasy",6.8,0,17.281246492014,2,0,0,0,0,139
tt0498380,lettersfromiwojima,2006,"Action,Adventure,Drama",7.8,1,16.759949589762293,0,0,0,0,0,141
tt0499549,avatar,2009,"Action,Adventure,Fantasy",7.9,1,19.283570703318816,0,0,1,0,0,162
tt0783233,atonement,2007,"Drama,Mystery,Romance",7.8,0,17.16760526162964,0,1,1,0,0,123
tt0790636,dallasbuyersclub,2013,"Biography,Drama",7.9,0,17.456224678911223,0,0,0,0,0,117
tt0842926,thekidsareallright,2010,"Comedy,Drama,Romance",7.0,0,18.036650931246157,0,0,0,1,0,106
tt0870111,frostnixon,2008,"Biography,Drama,History",7.6,1,17.97204715610453,0,0,0,0,0,122
tt0878804,theblindside,2009,"Biography,Drama,Sport",7.6,0,18.19368363587043,1,0,0,0,0,129
tt0887912,thehurtlocker,2009,"Drama,Thriller,War",7.5,1,16.52356082573315,0,1,0,0,1,131
tt0929632,preciousbasedonthenovelpushbysapphire,2009,Drama,7.3,0,18.19368363587043,0,0,0,0,0,110
tt0947798,blackswan,2010,"Drama,Thriller",8.0,0,16.380459992348886,0,0,0,0,0,108
tt0964517,thefighter,2010,"Action,Biography,Drama",7.8,0,18.036650931246157,0,0,0,0,0,116
tt0970179,hugo,2011,"Adventure,Drama,Family",7.5,1,17.806960715496647,1,0,0,0,0,126
tt0976051,thereader,2008,"Drama,Mystery,Romance",7.6,0,17.97204715610453,0,0,0,0,0,124
tt0993846,thewolfofwallstreet,2013,"Biography,Comedy,Crime",8.2,1,18.420680753952364,1,0,0,0,0,180
tt1010048,slumdogmillionaire,2008,"Crime,Drama,Romance",8.0,0,16.52356082573315,0,1,1,0,1,120
tt1013753,milk,2008,"Biography,Drama,History",7.5,0,17.97204715610453,1,0,0,0,0,128
tt1016150,allquietonthewesternfront,2022,"Drama,History,War",7.8,0,18.26828343969082,0,1,0,0,0,148
tt1019452,aseriousman,2009,"Comedy,Drama",7.0,0,18.19368363587043,0,0,0,0,0,106
tt1020072,selma,2014,"Biography,Drama,History",7.5,0,17.585869836771447,0,0,0,0,0,128
tt1024648,argo,2012,"Biography,Drama,History",7.7,0,17.61099976960838,1,1,1,0,1,120
tt10272386,thefather,2020,"Drama,Mystery",8.2,0,16.811242881518265,2,0,0,0,0,97
tt10293406,thepowerofthedog,2021,"Drama,Western",6.8,1,17.479072229734946,0,1,1,0,0,126
tt1033575,thedescendants,2011,"Comedy,Drama",7.3,0,17.806960715496647,1,0,1,0,0,115
tt10366460,coda,2021,"Comedy,Drama,Music",8.0,0,16.118095750958314,1,0,0,0,1,111
tt1045658,silverliningsplaybook,2012,"Comedy,Drama,Romance",7.7,0,16.860033043306743,2,0,0,0,0,122
tt1049413,up,2009,"Adventure,Animation,Comedy",8.3,0,18.980296537602072,0,0,0,0,0,96
tt10618286,mank,2020,"Biography,Drama",6.8,0,17.674660094871278,1,0,0,0,0,131
tt10633456,minari,2020,Drama,7.4,0,14.508658238524095,0,0,0,0,0,115
tt1065073,boyhood,2014,Drama,7.9,0,15.201805169084134,0,1,1,0,0,165
tt1070874,thetrialofthechicago7,2020,"Drama,History,Thriller",7.7,0,17.674660094871278,2,0,0,0,0,129
tt11271038,licoricepizza,2021,"Comedy,Drama,Romance",7.1,0,17.961122388401915,2,0,0,0,0,133
tt11286314,dontlookup,2021,"Comedy,Drama,Sci-Fi",7.2,0,18.132998684833918,8,0,0,0,0,138
tt1136608,district9,2009,"Action,Sci-Fi,Thriller",7.9,0,17.216707972959764,0,0,0,0,0,112
tt11563598,acompleteunknown,2024,"Biography,Drama,Music",7.4,0,17.989897843244528,0,0,0,0,0,141
tt1160419,dune,2021,"Action,Adventure,Drama",8.0,0,18.92145603792546,1,0,0,0,0,155
tt1174732,aneducation,2009,Drama,7.2,0,18.19368363587043,0,0,0,0,0,100
tt11813216,thebansheesofinisherin,2022,"Comedy,Drama",7.7,0,16.811242881518265,0,1,0,1,0,114
tt1193138,upintheair,2009,"Comedy,Drama,Romance",7.4,0,17.034386422832473,1,0,0,0,0,109
tt1210166,moneyball,2011,"Biography,Drama,Sport",7.6,0,17.72753358339242,1,0,0,0,0,133
tt1262426,wicked,2024,"Fantasy,Musical,Romance",7.5,0,18.7922443072814,1,0,0,0,0,160
tt12789558,belfast,2021,"Biography,Drama,Romance",7.2,0,17.961122388401915,1,0,0,0,0,98
tt1285016,thesocialnetwork,2010,"Biography,Drama",7.8,0,17.50439003707821,0,0,1,0,0,120
tt1302006,theirishman,2019,"Biography,Crime,Drama",7.8,1,17.574848499025933,5,0,0,0,0,209
tt13238346,pastlives,2023,"Drama,Romance",7.8,0,18.176058173732425,0,0,0,0,0,105
tt13669038,womentalking,2022,Drama,6.9,0,18.26828343969082,3,0,0,0,0,104
tt1375666,inception,2010,"Action,Adventure,Sci-Fi",8.8,0,18.8906843794481,1,0,0,0,0,148
tt1392190,madmaxfuryroad,2015,"Action,Adventure,Sci-Fi",8.1,0,18.826145858727198,1,0,0,0,0,120
tt1399683,wintersbone,2010,"Crime,Drama,Mystery",7.1,0,18.036650931246157,0,0,0,0,0,100
tt1403865,truegrit,2010,"Drama,Western",7.6,0,17.453096744006448,1,0,0,0,0,110
tt14039582,drivemycar,2021,Drama,7.5,0,17.961122388401915,0,0,0,0,0,179
tt14208870,thefabelmans,2022,Drama,7.5,1,17.50439003707821,0,0,1,0,0,151
tt14230458,poorthings,2023,"Comedy,Drama,Romance",7.8,0,17.370858648025116,1,0,0,1,0,141
tt14444726,tr,2022,"Drama,Music",7.4,0,18.26828343969082,2,0,0,0,0,158
tt1454029,thehelp,2011,Drama,8.1,0,17.034386422832473,0,0,0,0,0,146
tt1454468,gravity,2013,"Drama,Sci-Fi,Thriller",7.7,1,18.420680753952364,2,0,0,0,0,91
tt14849194,theholdovers,2023,"Comedy,Drama",7.9,0,18.176058173732425,0,0,0,0,0,133
tt14961016,imstillhere,2024,"Biography,Drama,History",8.3,0,18.139643227464287,0,0,0,0,0,137
tt1504320,thekingsspeech,2010,"Biography,Drama,History",8.0,1,18.036650931246157,1,1,0,0,1,118
tt1517268,barbie,2023,"Adventure,Comedy,Fantasy",6.8,0,18.7922443072814,0,0,0,0,0,114
tt1517451,astarisborn,2018,"Drama,Music,Romance",7.6,0,17.399029524198163,0,0,0,0,0,136
tt15239678,duneparttwo,2024,"Action,Adventure,Drama",8.5,0,19.06253463538792,2,0,0,0,0,166
tt1535109,captainphillips,2013,"Action,Biography,Crime",7.8,0,17.822843761378564,2,0,0,0,0,134
tt15398776,oppenheimer,2023,"Biography,Drama,History",8.3,1,18.420680753952364,0,1,1,0,1,180
tt1542344,127hours,2010,"Biography,Drama",7.5,1,16.705882371415992,0,0,0,0,0,94
tt1568911,warhorse,2011,"Adventure,Drama,War",7.2,1,18.005165315142214,0,0,0,0,0,146
tt1596363,thebigshort,2015,"Biography,Comedy,Drama",7.8,0,17.147715103853763,1,0,0,0,0,130
tt1602620,amour,2012,Drama,7.9,0,16.001561947061912,0,0,0,0,0,127
tt1605783,midnightinparis,2011,"Comedy,Fantasy,Romance",7.6,1,16.648723960844016,1,0,0,0,0,94
tt1630029,avatarthewayofwater,2022,"Action,Adventure,Fantasy",7.5,1,19.33697147982652,1,0,0,0,0,192
tt1655442,theartist,2011,"Comedy,Drama,Romance",7.8,1,16.52356082573315,0,1,0,1,1,100
tt1663202,therevenant,2015,"Adventure,Drama,Western",8.0,1,18.72078534381011,0,1,1,0,0,156
tt17009710,anatomyofafall,2023,"Crime,Drama,Thriller",7.6,0,15.64006001130563,0,0,0,0,0,151
tt1707386,lesmisrables,2012,"Drama,Musical,Romance",7.5,1,17.926384438531027,1,0,0,1,0,158
tt1727824,bohemianrhapsody,2018,"Biography,Drama,Music",7.9,0,17.581960053895617,0,0,1,0,0,134
tt1745960,topgunmaverick,2022,"Action,Drama",8.2,0,18.839391085389497,1,0,0,0,0,130
tt17526714,thesubstance,2024,"Drama,Horror,Sci-Fi",7.3,0,16.677711496036597,0,0,0,0,0,141
tt1790885,zerodarkthirty,2012,"Drama,History,Thriller",7.4,1,17.585278538868963,0,0,0,0,0,157
tt1798709,her,2013,"Drama,Romance,Sci-Fi",8.0,0,16.951004817371683,0,0,0,0,0,126
tt1800241,americanhustle,2013,"Crime,Drama",7.2,0,17.50439003707821,2,0,0,1,0,138
tt1821549,nebraska,2013,Drama,7.7,0,16.300417291085605,0,0,0,0,0,115
tt1825683,blackpanther,2018,"Action,Adventure,Sci-Fi",7.3,0,19.11382792951231,1,0,0,0,0,134
tt1853728,djangounchained,2012,Western,8.5,0,18.420680753952364,2,0,0,0,0,165
tt1895587,spotlight,2015,"Biography,Crime,Drama",8.1,0,16.811242881518265,0,0,0,0,1,129
tt1950186,fordvferrari,2019,"Action,Biography,Drama",8.1,0,18.39638806162922,1,0,0,0,0,152
tt20215234,conclave,2024,"Drama,Thriller",7.4,0,16.811242881518265,0,1,0,0,0,120
tt20221436,emiliaprez,2024,"Crime,Drama,Musical",5.4,0,17.034386422832473,0,0,0,0,0,132
tt2024544,12yearsaslave,2013,"Biography,Drama,History",8.1,0,16.811242881518265,0,1,1,0,1,134
tt2084970,theimitationgame,2014,"Biography,Drama,Thriller",8.0,0,16.454567959008102,0,0,0,0,0,114
tt2119532,hacksawridge,2016,"Biography,Drama,History",8.1,1,17.50439003707821,0,0,0,0,0,139
tt2125435,beastsofthesouthernwild,2012,"Adventure,Drama,Fantasy",7.2,0,17.585278538868963,0,0,0,0,0,93
tt2179136,americansniper,2014,"Action,Biography,Drama",7.3,1,17.889652429875657,0,0,0,0,0,133
tt21970768,maestro,2023,Drama,5.8,0,18.176058173732425,0,0,0,0,0,\N
tt2278388,thegrandbudapesthotel,2014,"Comedy,Drama",8.1,0,17.034386422832473,2,0,0,1,0,99
tt23055660,nickelboys,2024,Drama,7.0,0,16.959662879739987,0,0,0,0,0,140
tt23561236,americanfiction,2023,"Comedy,Drama",7.5,0,18.176058173732425,0,0,0,0,0,117
tt2381111,brooklyn,2015,"Drama,Romance",7.5,0,16.213405921671733,1,0,0,0,0,117
tt2431286,philomena,2013,"Biography,Comedy,Drama",7.6,0,16.300417291085605,1,0,0,0,0,98
tt2543164,arrival,2016,"Drama,Mystery,Sci-Fi",7.9,0,17.665658180950928,1,0,0,0,0,116
tt2562232,birdmanortheunexpectedvirtueofignorance,2014,"Comedy,Drama",7.7,1,16.705882371415992,0,0,0,0,1,119
tt2582782,hellorhighwater,2016,"Crime,Drama,Thriller",7.6,0,16.300417291085605,1,0,0,0,0,102
tt2582802,whiplash,2014,"Drama,Music",8.5,0,15.009433329466965,0,0,0,0,0,106
tt2584384,jojorabbit,2019,"Comedy,Drama,War",7.9,0,16.454567959008102,1,0,0,0,0,108
tt2671706,fences,2016,Drama,7.2,0,16.993564429978885,2,0,0,0,0,139
tt28607951,anora,2024,"Comedy,Drama,Romance",7.5,1,18.139643227464287,0,0,0,0,1,139
tt2980516,thetheoryofeverything,2014,"Biography,Drama,Romance",7.7,0,16.52356082573315,0,0,0,0,0,123
tt3170832,room,2015,"Drama,Thriller",8.1,0,15.607270193858982,0,0,0,0,0,118
tt3281548,littlewomen,2019,"Drama,Romance",7.8,0,17.50439003707821,0,0,0,0,0,135
tt3581652,westsidestory,2021,"Crime,Drama,Musical",7.1,1,18.420680753952364,1,0,0,1,0,156
tt3659388,themartian,2015,"Adventure,Drama,Sci-Fi",8.0,0,18.497641794347754,0,0,0,1,0,144
tt3682448,bridgeofspies,2015,"Drama,History,Thriller",7.6,1,17.50439003707821,2,0,0,0,0,142
tt3704428,elvis,2022,"Biography,Drama,Music",7.3,0,18.258161826219297,2,0,0,0,0,159
tt3741834,lion,2016,"Biography,Drama",8.0,0,16.300417291085605,1,0,0,0,0,118
tt3783958,lalaland,2016,"Comedy,Drama,Music",8.0,1,17.216707972959764,1,1,0,1,0,128
tt4034228,manchesterbythesea,2016,Drama,7.8,0,15.955576839107596,0,0,0,0,0,137
tt4555426,darkesthour,2017,"Biography,Drama,History",7.4,0,17.216707972959764,0,0,0,0,0,125
tt4846340,hiddenfigures,2016,"Biography,Drama,History",7.8,0,17.034386422832473,1,0,0,0,0,127
tt4925292,ladybird,2017,"Comedy,Drama",7.4,0,16.118095750958314,0,0,0,1,0,94
tt4975722,moonlight,2016,Drama,7.4,0,14.220976332738882,0,0,1,0,1,111
tt5013056,dunkirk,2017,"Action,Drama,History",7.8,0,18.420680753952364,1,0,0,0,0,106
tt5027774,threebillboardsoutsideebbingmissouri,2017,"Comedy,Crime,Drama",8.1,0,16.300417291085605,1,1,1,0,0,115
tt5052448,getout,2017,"Horror,Mystery,Thriller",7.8,0,15.319588176962746,0,0,0,0,0,104
tt5083738,thefavourite,2018,"Biography,Comedy,Drama",7.5,0,17.581960053895617,2,0,0,0,0,119
tt5363618,soundofmetal,2020,"Drama,Music",7.7,0,17.674660094871278,0,0,0,0,0,120
tt5537002,killersoftheflowermoon,2023,"Crime,Drama,History",7.6,1,19.11382792951231,4,0,0,0,0,206
tt5580390,theshapeofwater,2017,"Drama,Fantasy,Romance",7.3,1,16.78592512609807,1,0,0,0,1,123
tt5726616,callmebyyourname,2017,"Drama,Romance",7.8,0,15.068273812173887,0,0,0,0,0,132
tt5776858,phantomthread,2017,"Drama,Romance",7.4,0,17.370858648025116,2,0,0,0,0,130
tt6155172,roma,2018,Drama,7.6,1,16.52356082573315,0,1,0,0,0,135
tt6266538,vice,2018,"Biography,Comedy,Drama",7.2,0,17.581960053895617,2,0,0,0,0,132
tt6294822,thepost,2017,"Biography,Drama,History",7.2,1,17.30550347036308,5,0,0,0,0,116
tt6710474,everythingeverywhereallatonce,2022,"Action,Adventure,Comedy",7.8,1,17.034386422832473,0,0,0,0,1,139
tt6751668,parasite,2019,"Drama,Thriller",8.5,1,16.395727463314174,0,0,0,0,1,132
tt6966692,greenbook,2018,"Biography,Comedy,Drama",8.2,0,16.951004817371683,1,0,0,1,1,130
tt7131622,onceuponatimeinhollywood,2019,"Comedy,Drama",7.6,0,17.574848499025933,1,0,0,1,0,161
tt7160372,thezoneofinterest,2023,"Drama,History,War",7.3,0,18.176058173732425,0,0,0,0,0,105
tt7286456,joker,2019,"Crime,Drama,Thriller",8.3,0,17.822843761378564,2,0,0,0,0,122
tt7322224,triangleofsadness,2022,"Comedy,Drama",7.3,0,16.341239282272525,0,0,0,0,0,147
tt7349662,blackkklansman,2018,"Biography,Comedy,Crime",7.5,0,17.581960053895617,0,0,0,0,0,135
tt7653254,marriagestory,2019,"Drama,Romance",7.9,0,16.705882371415992,0,0,0,0,0,137
tt7740496,nightmarealley,2021,"Crime,Drama,Thriller",7.0,1,17.961122388401915,3,0,0,0,0,150
tt8579674,1917,2019,"Action,Drama,War",8.2,1,18.36938746009113,1,1,1,0,0,119
tt8999762,thebrutalist,2024,Drama,7.4,0,16.077273760604726,1,0,1,0,0,216
tt9620288,kingrichard,2021,"Biography,Drama,Sport",7.5,0,17.961122388401915,0,0,0,0,0,144
tt9620292,promisingyoungwoman,2020,"Crime,Drama,Mystery",7.5,0,16.118095750958314,0,0,0,0,0,113
tt9770150,nomadland,2020,Drama,7.3,1,15.424948670398354,2,1,1,0,1,107
tt9784798,judasandtheblackmessiah,2020,"Biography,Drama,History",7.4,0,17.674660094871278,0,0,0,0,0,126
