tconst,film,year_film,averageRating,dir_won_before,budget,nb_actor_won_before,won_bafta,won_gg_drama,won_gg_comedy,winner,runtimeMinutes,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
tt0034248,suspicion,1941,-0.38771678927782455,0,-0.8658442743415359,-0.6733845901952854,0,0,0,0,-0.9834854562118405,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0034583,casablanca,1943,1.6574195409272274,1,-1.2558121749929363,-0.6733845901952854,0,0,0,1,-0.8757440719639141,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
tt0034891,inwhichweserve,1943,-0.5581448167949116,0,-2.095340978868352,-0.6733845901952854,0,0,0,0,-0.4088647402229,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0034946,kingsrow,1942,-0.04686073424364897,0,-1.372255736357147,-0.6733845901952854,0,0,0,0,0.022100796768805324,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0035015,themagnificentambersons,1942,0.12356729327343807,0,-1.372255736357147,-0.6733845901952854,0,0,0,0,-1.378537198454237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0035093,mrsminiver,1942,0.12356729327343807,1,-1.372255736357147,-0.6733845901952854,0,0,0,1,0.27349736001396674,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
tt0035189,thepiedpiper,1942,-0.8990008718290872,0,-1.372255736357147,-0.6733845901952854,0,0,0,0,-1.4144509932035458,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0035211,theprideoftheyankees,1942,0.12356729327343807,0,-1.372255736357147,3.254424332089387,0,0,0,0,0.0580145915181141,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0035238,randomharvest,1942,0.6348513758247022,0,-1.372255736357147,-0.6733845901952854,0,0,0,0,-0.013812997980503455,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0035417,thetalkofthetown,1942,-0.04686073424364897,0,-1.372255736357147,-0.6733845901952854,0,0,0,0,-0.3011233559749737,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0035429,theinvaders,1942,-0.04686073424364897,0,-1.372255736357147,-0.6733845901952854,0,0,0,0,-1.2348820194570018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
tt0035530,wakeisland,1942,-1.5807129818974384,0,-1.372255736357147,-0.6733845901952854,0,0,0,0,-1.378537198454237,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0035575,yankeedoodledandy,1942,0.12356729327343807,0,-1.372255736357147,-0.6733845901952854,0,0,0,0,-0.013812997980503455,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0035896,forwhomthebelltolls,1943,-1.2398569268632629,0,-1.26461082777941,0.3085676403758826,0,0,0,0,1.5663939709890828,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0035979,heavencanwait,1943,-0.38771678927782455,0,-1.26461082777941,-0.6733845901952854,0,0,0,0,-0.5166061244708263,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0036022,thehumancomedy,1943,-0.8990008718290872,0,-1.26461082777941,0.3085676403758826,0,0,0,0,-0.3370371507242825,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0036126,madamecurie,1943,-0.5581448167949116,0,-1.26461082777941,0.3085676403758826,0,0,0,0,-0.08564058747912101,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0036172,themorethemerrier,1943,0.12356729327343807,0,-1.26461082777941,-0.6733845901952854,0,0,0,0,-0.8039164824652966,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0036244,theoxbowincident,1943,0.8052794033417893,0,-1.5728950905379682,0.3085676403758826,0,0,0,0,-1.8454165301952512,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tt0036377,thesongofbernadette,1943,0.12356729327343807,0,-1.26461082777941,-0.6733845901952854,0,1,0,0,1.06360084449876,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0036515,watchontherhine,1943,-0.7285728443120001,0,-1.26461082777941,1.2905198709470507,0,0,0,0,-0.44477853497220876,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0036775,doubleindemnity,1944,1.3165634858930533,0,-1.2707672581980818,-0.6733845901952854,0,0,0,0,-0.6961750982173702,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0036855,gaslight,1944,0.46442334830761367,0,-0.8015530556949281,-0.6733845901952854,0,0,0,0,-0.44477853497220876,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0036868,thebestyearsofourlives,1946,0.9757074308588762,1,-1.023257616262268,1.2905198709470507,1,1,0,1,1.5663939709890828,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
tt0036872,goingmyway,1944,-0.8990008718290872,1,-1.152219749355147,-0.6733845901952854,0,1,0,1,-0.013812997980503455,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0036910,henryv,1946,-0.8990008718290872,0,-1.678771691509191,-0.6733845901952854,0,0,0,0,0.3812387442618931,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0037280,sinceyouwentaway,1944,-0.04686073424364897,0,-1.152219749355147,3.254424332089387,0,0,0,0,1.8177905342342442,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
tt0037465,wilson,1944,-2.091997064448701,0,-1.152219749355147,1.2905198709470507,0,0,0,0,0.9917732550001424,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0037514,anchorsaweigh,1945,-0.8990008718290872,0,-0.9754722407232748,-0.6733845901952854,0,0,0,0,0.4889801285098194,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
tt0037536,thebellsofstmarys,1945,-0.5581448167949116,1,-1.0644177139516302,1.2905198709470507,0,0,0,0,-0.013812997980503455,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0037884,thelostweekend,1945,0.6348513758247022,1,-1.088350273321392,-0.6733845901952854,0,1,0,1,-0.9116578667132229,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0037913,mildredpierce,1945,0.6348513758247022,1,-1.0191968758489522,-0.6733845901952854,0,0,0,0,-0.5525199192201351,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0038109,spellbound,1945,-0.04686073424364897,0,-0.9770972806114834,0.3085676403758826,0,0,0,0,-0.5525199192201351,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0038574,greatexpectations,1947,0.46442334830761367,0,-0.9020699837421959,-0.6733845901952854,0,0,0,0,-0.3011233559749737,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0038650,itsawonderfullife,1946,1.8278475684443145,1,-0.5185815019046177,2.2724721015182188,0,0,0,0,0.12984218101673164,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0038873,therazorsedge,1946,-0.38771678927782455,0,-1.023257616262268,-0.6733845901952854,0,0,0,0,0.6685491022563633,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0039111,theyearling,1946,-0.7285728443120001,0,-1.023257616262268,-0.6733845901952854,0,0,0,0,0.0580145915181141,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
tt0039190,thebishopswife,1947,0.12356729327343807,0,-0.9020699837421959,-0.6733845901952854,0,0,0,0,-0.6243475087187527,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0039286,crossfire,1947,-0.38771678927782455,0,-0.9020699837421959,-0.6733845901952854,0,0,0,0,-1.4503647879528545,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0039416,gentlemansagreement,1947,-0.5581448167949116,1,-0.9020699837421959,0.3085676403758826,0,1,0,1,-0.3011233559749737,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0039628,miracleon34thstreet,1947,0.6348513758247022,0,-1.5064477545134918,-0.6733845901952854,0,0,0,0,-1.0912268404597667,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0040416,hamlet,1948,-0.04686073424364897,0,-0.951212069620259,-0.6733845901952854,1,0,0,1,0.9917732550001424,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0040495,johnnybelinda,1948,0.2939953207905266,0,-0.951212069620259,-0.6733845901952854,0,1,0,0,-0.8757440719639141,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0040725,theredshoes,1948,0.9757074308588762,0,-0.951212069620259,-0.6733845901952854,0,0,0,0,0.3094111547632755,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
tt0040806,thesnakepit,1948,0.12356729327343807,0,-0.951212069620259,1.2905198709470507,0,0,0,0,-0.6602613034680614,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0040897,thetreasureofthesierramadre,1948,1.1461354583759633,1,-0.665390358568569,-0.6733845901952854,0,0,0,0,-0.013812997980503455,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tt0041113,allthekingsmen,1949,-0.217288761760736,0,-0.808611042849375,-0.6733845901952854,0,1,0,1,-0.5884337139694439,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0041163,battleground,1949,-0.217288761760736,0,-0.808611042849375,-0.6733845901952854,0,0,0,0,-0.3011233559749737,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0041452,theheiress,1949,0.9757074308588762,1,-0.808611042849375,0.3085676403758826,0,0,0,0,-0.4088647402229,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0041587,alettertothreewives,1949,0.2939953207905266,1,-0.808611042849375,-0.6733845901952854,0,0,0,0,-0.8398302772146053,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0041996,twelveoclockhigh,1949,0.2939953207905266,0,-0.808611042849375,-0.6733845901952854,0,0,0,0,0.2016697705153492,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0042192,allabouteve,1950,1.1461354583759633,1,-1.0191968758489522,3.254424332089387,1,0,0,1,0.41715253901120186,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0042276,bornyesterday,1950,-0.04686073424364897,0,-0.5843313989399687,0.3085676403758826,0,0,0,0,-0.8398302772146053,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0042451,fatherofthebride,1950,-0.7285728443120001,0,-0.5843313989399687,1.2905198709470507,0,0,0,0,-1.2348820194570018,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0042646,kingsolomonsmines,1950,-1.4102849543803497,0,-0.7275158239473145,-0.6733845901952854,0,0,0,0,-0.8398302772146053,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0043014,sunsetblvd,1950,1.4869915134101404,1,-0.883034204874101,-0.6733845901952854,0,0,0,0,-0.5884337139694439,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0043278,anamericaninparis,1951,-0.7285728443120001,0,-0.7042731048442967,-0.6733845901952854,0,0,1,1,-0.44477853497220876,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
tt0043459,decisionbeforedawn,1951,-0.5581448167949116,0,-0.7042731048442967,-0.6733845901952854,0,0,0,0,-0.2652095612256649,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0043924,aplaceinthesun,1951,0.2939953207905266,1,-0.716270005544162,0.3085676403758826,0,1,0,0,-0.15746817697773857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0043949,quovadis,1951,-0.7285728443120001,0,0.014911616097963038,-0.6733845901952854,0,0,0,0,1.6023077657383915,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0044081,astreetcarnameddesire,1951,0.6348513758247022,1,-0.8658442743415359,0.3085676403758826,0,0,0,0,-0.15746817697773857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0044672,thegreatestshowonearth,1952,-1.7511410094145254,0,-0.6468087181706654,0.3085676403758826,0,1,0,1,0.9199456655015248,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0044706,highnoon,1952,0.6348513758247022,0,-1.4165499744552474,1.2905198709470507,0,0,0,0,-1.4862785827021634,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
tt0044760,ivanhoe,1952,-1.4102849543803497,0,-0.6468087181706654,1.2905198709470507,0,0,0,0,-0.732088892966679,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0044926,moulinrouge,1952,-0.8990008718290872,1,-0.9770972806114834,0.3085676403758826,0,0,0,0,-0.2652095612256649,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0045061,thequietman,1952,0.2939953207905266,1,-0.883034204874101,1.2905198709470507,0,0,0,0,0.09392838626742288,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0045793,fromheretoeternity,1953,0.12356729327343807,1,-0.8378687077985828,-0.6733845901952854,0,0,0,1,-0.3011233559749737,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
tt0045943,juliuscaesar,1953,-0.5581448167949116,1,-0.7805612286125224,0.3085676403758826,0,0,0,0,-0.2292957664763561,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0046247,therobe,1953,-1.4102849543803497,0,-0.2424303217753514,0.3085676403758826,0,1,0,0,0.3094111547632755,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
tt0046250,romanholiday,1953,0.8052794033417893,1,-0.9770972806114834,-0.6733845901952854,0,0,0,0,-0.3011233559749737,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0046303,shane,1953,0.12356729327343807,1,-0.9770972806114834,0.3085676403758826,0,0,0,0,-0.3011233559749737,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tt0046816,thecainemutiny,1954,0.2939953207905266,0,-0.8015530556949281,1.2905198709470507,0,0,0,0,-0.08564058747912101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0046874,thecountrygirl,1954,-0.5581448167949116,0,-0.7481680159601142,1.2905198709470507,0,0,0,0,-0.8039164824652966,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0047296,onthewaterfront,1954,0.9757074308588762,1,-1.2820614636977792,0.3085676403758826,0,1,0,1,-0.6602613034680614,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0047472,sevenbridesforsevenbrothers,1954,-0.38771678927782455,0,-0.7481680159601142,-0.6733845901952854,0,0,0,0,-0.8757440719639141,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
tt0047580,threecoinsinthefountain,1954,-2.2624250919657882,0,-0.7481680159601142,-0.6733845901952854,0,0,0,0,-0.8757440719639141,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0048316,loveisamanysplendoredthing,1955,-1.9215690369316125,0,-0.24019700488539034,1.2905198709470507,0,0,0,0,-0.8757440719639141,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0048356,marty,1955,0.2939953207905266,1,-0.24019700488539034,-0.6733845901952854,0,0,0,1,-1.3067096089556194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0048380,misterroberts,1955,0.12356729327343807,0,-0.716270005544162,0.3085676403758826,0,0,0,0,-0.12155438222842979,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0048491,picnic,1955,-0.8990008718290872,0,-0.24019700488539034,0.3085676403758826,0,0,0,0,-0.4088647402229,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0048563,therosetattoo,1955,-1.0694288993461742,0,-0.24019700488539034,-0.6733845901952854,0,0,0,0,-0.3370371507242825,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0048960,aroundtheworldin80days,1956,-1.4102849543803497,0,-0.13117726804524604,-0.6733845901952854,0,1,0,1,1.7459629447356266,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0049233,friendlypersuasion,1956,-0.38771678927782455,1,-0.28690062747517003,1.2905198709470507,0,0,0,0,0.3812387442618931,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0049261,giant,1956,0.12356729327343807,1,-0.19546850929193074,0.3085676403758826,0,0,0,0,2.6797216082176547,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tt0049408,thekingandi,1956,-0.217288761760736,0,-0.28690062747517003,-0.6733845901952854,0,0,1,0,0.237583565264658,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0049833,thetencommandments,1956,0.6348513758247022,0,0.36365433988806717,0.3085676403758826,0,0,0,0,3.3620837084545214,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0050083,12angrymen,1957,2.5095596785126655,0,-1.8828041028187004,-0.6733845901952854,0,0,0,0,-1.0912268404597667,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0050212,thebridgeontheriverkwai,1957,0.9757074308588762,1,-0.5541373251785364,0.3085676403758826,1,1,0,1,1.2431698182453037,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0050839,peytonplace,1957,-0.5581448167949116,0,-0.3094396159810501,-0.6733845901952854,0,0,0,0,1.0995146392480686,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0050933,sayonara,1957,-0.8990008718290872,0,-0.3094396159810501,0.3085676403758826,0,0,0,0,0.7403766917549809,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0051201,witnessfortheprosecution,1957,1.4869915134101404,1,-0.8015530556949281,0.3085676403758826,0,0,0,0,-0.3729509454735912,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0051383,auntiemame,1958,0.6348513758247022,0,-0.3893661327320508,-0.6733845901952854,0,0,0,0,0.5967215127577458,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0051459,catonahottinroof,1958,0.6348513758247022,0,-0.716270005544162,-0.6733845901952854,0,0,0,0,-0.6602613034680614,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0051525,thedefiantones,1958,0.12356729327343807,0,-0.3893661327320508,-0.6733845901952854,0,1,0,0,-1.0912268404597667,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0051658,gigi,1958,-1.5807129818974384,0,-0.49597883142405264,-0.6733845901952854,0,0,1,1,-0.4088647402229,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
tt0052182,separatetables,1958,-0.217288761760736,1,-0.3893661327320508,-0.6733845901952854,0,0,0,0,-0.9475716614625317,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0052561,anatomyofamurder,1959,0.8052794033417893,0,-0.8015530556949281,0.3085676403758826,0,0,0,0,1.2431698182453037,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0052618,benhur,1959,0.9757074308588762,1,0.4279455879147794,-0.6733845901952854,1,1,0,1,3.074773350460051,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0052738,thediaryofannefrank,1959,-0.217288761760736,1,-0.2610166032762377,0.3085676403758826,0,0,0,0,1.9255319184821704,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0053131,thenunsstory,1959,-0.04686073424364897,1,-0.46007422038391876,1.2905198709470507,0,0,0,0,0.8122042812535984,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0053226,roomatthetop,1959,-0.04686073424364897,0,-0.2610166032762377,-0.6733845901952854,0,0,0,0,-0.4088647402229,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0053580,thealamo,1960,-1.2398569268632629,0,-0.23334525466167616,-0.6733845901952854,0,0,0,0,1.2790836129946126,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0053604,theapartment,1960,1.3165634858930533,1,-0.5541373251785364,0.3085676403758826,1,0,1,1,-0.04972679272981223,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0053793,elmergantry,1960,0.2939953207905266,0,-0.23334525466167616,0.3085676403758826,0,0,0,0,0.7044628970056721,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0054326,sonsandlovers,1960,-0.7285728443120001,0,-0.23334525466167616,0.3085676403758826,0,0,0,0,-0.8398302772146053,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0054353,thesundowners,1960,-0.7285728443120001,1,-0.23334525466167616,-0.6733845901952854,0,0,0,0,0.237583565264658,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tt0054866,fanny,1961,-1.2398569268632629,0,0.045319730369643096,-0.6733845901952854,0,0,0,0,0.27349736001396674,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0054953,thegunsofnavarone,1961,-0.04686073424364897,0,-0.13117726804524604,2.2724721015182188,0,1,0,0,1.1354284339973775,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0054997,thehustler,1961,0.6348513758247022,0,-0.7717811889184106,-0.6733845901952854,1,0,0,0,0.27349736001396674,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0055031,judgmentatnuremberg,1961,1.3165634858930533,0,-0.5541373251785364,2.2724721015182188,0,0,0,0,1.8896181237328618,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0055614,westsidestory,1961,0.12356729327343807,0,-0.13117726804524604,-0.6733845901952854,0,0,0,1,0.9558594602508336,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0056085,howthewestwaswon,1963,-0.7285728443120001,0,0.4716702503666278,2.2724721015182188,0,0,0,0,1.3509112024932302,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0056172,lawrenceofarabia,1962,1.3165634858930533,1,0.4279455879147794,3.254424332089387,0,1,0,1,3.613480271699683,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0056197,thelongestday,1962,0.2939953207905266,0,0.18052977603809103,-0.6733845901952854,0,0,0,0,1.8537043289835529,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0056262,meredithwillsonsthemusicman,1962,0.2939953207905266,0,0.3470452696173063,0.3085676403758826,0,0,0,0,0.884031870752216,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0056264,mutinyonthebounty,1962,-0.5581448167949116,0,0.5721906082862046,1.2905198709470507,0,0,0,0,1.8537043289835529,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0056592,tokillamockingbird,1962,1.3165634858930533,0,0.3470452696173063,-0.6733845901952854,0,0,0,0,0.09392838626742288,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0056825,americaamerica,1963,0.2939953207905266,1,0.4716702503666278,-0.6733845901952854,0,0,0,0,1.710049149986318,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0056937,cleopatra,1963,-0.8990008718290872,0,1.0846085587989163,0.3085676403758826,0,0,0,0,6.9534631833853995,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0057012,drstrangeloveorhowilearnedtostopworryingandlovethebomb,1964,1.3165634858930533,0,-0.8658442743415359,-0.6733845901952854,0,0,0,0,-1.1271406352090756,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0057251,liliesofthefield,1963,-0.04686073424364897,0,0.4716702503666278,-0.6733845901952854,0,0,0,0,-1.1630544299583843,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
